2189,2189-01-01,2189-12-31
2190,2190-01-01,2190-12-31
2191,2191-01-01,2191-12-31
2192,2192-01-01,2192-12-31
2193,2193-01-01,2193-12-31
2194,2194-01-01,2194-12-31
2195,2195-01-01,2195-12-31
2196,2196-01-01,2196-12-31
2197,2197-01-01,2197-12-31
2198,2198-01-01,2198-12-31
2199,2199-01-01,2199-12-31
2200,2200-01-01,2200-12-31
2201,2201-01-01,2201-12-31
2202,2202-01-01,2202-12-31
2203,2203-01-01,2203-12-31
2204,2204-01-01,2204-12-31
2205,2205-01-01,2205-12-31
2206,2206-01-01,2206-12-31
2207,2207-01-01,2207-12-31
2208,2208-01-01,2208-12-31
2209,2209-01-01,2209-12-31
2210,2210-01-01,2210-12-31
2211,2211-01-01,2211-12-31
2212,2212-01-01,2212-12-31
2213,2213-01-01,2213-12-31
2214,2214-01-01,2214-12-31
2215,2215-01-01,2215-12-31
2216,2216-01-01,2216-12-31
2217,2217-01-01,2217-12-31
2218,2218-01-01,2218-12-31
2219,2219-01-01,2219-12-31
2220,2220-01-02,2220-12-31
2221,2221-01-01,2221-12-31
2222,2222-01-01,2222-12-31
2223,2223-01-01,2223-12-31
2224,2224-01-01,2224-12-31
2225,2225-01-01,2225-12-31
2226,2226-01-01,2226-12-31
2227,2227-01-01,2227-12-31
2228,2228-01-01,2228-12-31
2229,2229-01-01,2229-12-31
2230,2230-01-01,2230-12-31
2231,2231-01-01,2231-12-31
2232,2232-01-01,2232-12-31
2233,2233-01-01,2233-12-31
2234,2234-01-01,2234-12-31
2235,2235-01-01,2235-12-31
2236,2236-01-01,2236-12-31
2237,2237-01-01,2237-12-31
2238,2238-01-01,2238-12-31
2239,2239-01-01,2239-12-31
2240,2240-01-01,2240-12-31
2241,2241-01-01,2241-12-31
2242,2242-01-01,2242-12-31
2243,2243-01-01,2243-12-31
2244,2244-01-01,2244-12-31
2245,2245-01-01,2245-12-31
2246,2246-01-01,2246-12-31
2247,2247-01-01,2247-12-31
2248,2248-01-02,2248-12-31
2249,2249-01-01,2249-12-31
2250,2250-01-01,2250-12-31
2251,2251-01-01,2251-12-31
2252,2252-01-01,2252-12-31
2253,2253-01-01,2253-12-31
2254,2254-01-01,2254-12-31
2255,2255-01-01,2255-12-31
2256,2256-01-01,2256-12-31
2257,2257-01-01,2257-12-31
2258,2258-01-01,2258-12-31
2259,2259-01-01,2259-12-31
2260,2260-01-01,2260-12-31
2261,2261-01-01,2261-12-31
2262,2262-01-01,2262-12-31
2263,2263-01-01,2263-12-31
2264,2264-01-01,2264-12-31
2265,2265-01-01,2265-12-31
2266,2266-01-01,2266-12-31
2267,2267-01-01,2267-12-31
2268,2268-01-01,2268-12-31
2269,2269-01-01,2269-12-31
2270,2270-01-01,2270-12-31
2271,2271-01-01,2271-12-31
2272,2272-01-01,2272-12-31
2273,2273-01-01,2273-12-31
2274,2274-01-01,2274-12-31
2275,2275-01-01,2275-12-31
2276,2276-01-02,2276-12-31
2277,2277-01-01,2277-12-31
2278,2278-01-01,2278-12-31
2279,2279-01-01,2279-12-31
2280,2280-01-01,2280-12-31
2281,2281-01-01,2281-12-31
2282,2282-01-01,2282-12-31
2283,2283-01-01,2283-12-31
2284,2284-01-01,2284-12-31
2285,2285-01-01,2285-12-31
2286,2286-01-01,2286-12-31
2287,2287-01-01,2287-12-31
2288,2288-01-01,2288-12-31
2289,2289-01-01,2289-12-31
2290,2290-01-01,2290-12-31
2291,2291-01-01,2291-12-31
2292,2292-01-01,2292-12-31
2293,2293-01-01,2293-12-31
2294,2294-01-01,2294-12-31
2295,2295-01-01,2295-12-31
2296,2296-01-01,2296-12-31
2297,2297-01-01,2297-12-31
2298,2298-01-01,2298-12-31
2299,2299-01-01,2299-12-31
2300,2300-01-01,2300-12-31
2301,2301-01-01,2301-12-31
2302,2302-01-01,2302-12-31
2303,2303-01-01,2303-12-31
2304,2304-01-01,2304-12-31
2305,2305-01-01,2305-12-31
2306,2306-01-01,2306-12-31
2307,2307-01-01,2307-12-31
2308,2308-01-01,2308-12-31
2309,2309-01-01,2309-12-31
2310,2310-01-01,2310-12-31
2311,2311-01-01,2311-12-31
2312,2312-01-01,2312-12-31
2313,2313-01-01,2313-12-31
2314,2314-01-01,2314-12-31
2315,2315-01-01,2315-12-31
2316,2316-01-02,2316-12-31
2317,2317-01-01,2317-12-31
2318,2318-01-01,2318-12-31
2319,2319-01-01,2319-12-31
2320,2320-01-01,2320-12-31
2321,2321-01-01,2321-12-31
2322,2322-01-01,2322-12-31
2323,2323-01-01,2323-12-31
2324,2324-01-01,2324-12-31
2325,2325-01-01,2325-12-31
2326,2326-01-01,2326-12-31
2327,2327-01-01,2327-12-31
2328,2328-01-01,2328-12-31
2329,2329-01-01,2329-12-31
2330,2330-01-01,2330-12-31
2331,2331-01-01,2331-12-31
2332,2332-01-01,2332-12-31
2333,2333-01-01,2333-12-31
2334,2334-01-01,2334-12-31
2335,2335-01-01,2335-12-31
2336,2336-01-01,2336-12-31
2337,2337-01-01,2337-12-31
2338,2338-01-01,2338-12-31
2339,2339-01-01,2339-12-31
2340,2340-01-01,2340-12-31
2341,2341-01-01,2341-12-31
2342,2342-01-01,2342-12-31
2343,2343-01-01,2343-12-31
2344,2344-01-02,2344-12-31
2345,2345-01-01,2345-12-31
2346,2346-01-01,2346-12-31
2347,2347-01-01,2347-12-31
2348,2348-01-01,2348-12-31
2349,2349-01-01,2349-12-31
2350,2350-01-01,2350-12-31
2351,2351-01-01,2351-12-31
2352,2352-01-01,2352-12-31
2353,2353-01-01,2353-12-31
2354,2354-01-01,2354-12-31
2355,2355-01-01,2355-12-31
2356,2356-01-01,2356-12-31
2357,2357-01-01,2357-12-31
2358,2358-01-01,2358-12-31
2359,2359-01-01,2359-12-31
2360,2360-01-01,2360-12-31
2361,2361-01-01,2361-12-31
2362,2362-01-01,2362-12-31
2363,2363-01-01,2363-12-31
2364,2364-01-01,2364-12-31
2365,2365-01-01,2365-12-31
2366,2366-01-01,2366-12-31
2367,2367-01-01,2367-12-31
2368,2368-01-01,2368-12-31
2369,2369-01-01,2369-12-31
2370,2370-01-01,2370-12-31
2371,2371-01-01,2371-12-31
2372,2372-01-02,2372-12-31
2373,2373-01-01,2373-12-31
2374,2374-01-01,2374-12-31
2375,2375-01-01,2375-12-31
2376,2376-01-01,2376-12-31
2377,2377-01-01,2377-12-31
2378,2378-01-01,2378-12-31
2379,2379-01-01,2379-12-31
2380,2380-01-01,2380-12-31
2381,2381-01-01,2381-12-31
2382,2382-01-01,2382-12-31
2383,2383-01-01,2383-12-31
2384,2384-01-01,2384-12-31
2385,2385-01-01,2385-12-31
2386,2386-01-01,2386-12-31
2387,2387-01-01,2387-12-31
2388,2388-01-01,2388-12-31
2389,2389-01-01,2389-12-31
2390,2390-01-01,2390-12-31
2391,2391-01-01,2391-12-31
2392,2392-01-01,2392-12-31
2393,2393-01-01,2393-12-31
2394,2394-01-01,2394-12-31
2395,2395-01-01,2395-12-31
2396,2396-01-01,2396-12-31
2397,2397-01-01,2397-12-31
2398,2398-01-01,2398-12-31
2399,2399-01-01,2399-12-31
2400,2400-01-02,2400-12-31
2401,2401-01-01,2401-12-31
2402,2402-01-01,2402-12-31
2403,2403-01-01,2403-12-31
2404,2404-01-01,2404-12-31
2405,2405-01-01,2405-12-31
2406,2406-01-01,2406-12-31
2407,2407-01-01,2407-12-31
2408,2408-01-01,2408-12-31
2409,2409-01-01,2409-12-31
2410,2410-01-01,2410-12-31
2411,2411-01-01,2411-12-31
2412,2412-01-01,2412-12-31
2413,2413-01-01,2413-12-31
2414,2414-01-01,2414-12-31
2415,2415-01-01,2415-12-31
2416,2416-01-01,2416-12-31
2417,2417-01-01,2417-12-31
2418,2418-01-01,2418-12-31
2419,2419-01-01,2419-12-31
2420,2420-01-01,2420-12-31
2421,2421-01-01,2421-12-31
2422,2422-01-01,2422-12-31
2423,2423-01-01,2423-12-31
2424,2424-01-01,2424-12-31
2425,2425-01-01,2425-12-31
2426,2426-01-01,2426-12-31
2427,2427-01-01,2427-12-31
2428,2428-01-02,2428-12-31
2429,2429-01-01,2429-12-31
2430,2430-01-01,2430-12-31
2431,2431-01-01,2431-12-31
2432,2432-01-01,2432-12-31
2433,2433-01-01,2433-12-31
2434,2434-01-01,2434-12-31
2435,2435-01-01,2435-12-31
2436,2436-01-01,2436-12-31
2437,2437-01-01,2437-12-31
2438,2438-01-01,2438-12-31
2439,2439-01-01,2439-12-31
2440,2440-01-01,2440-12-31
2441,2441-01-01,2441-12-31
2442,2442-01-01,2442-12-31
2443,2443-01-01,2443-12-31
2444,2444-01-01,2444-12-31
2445,2445-01-01,2445-12-31
2446,2446-01-01,2446-12-31
2447,2447-01-01,2447-12-31
2448,2448-01-01,2448-12-31
2449,2449-01-01,2449-12-31
2450,2450-01-01,2450-12-31
2451,2451-01-01,2451-12-31
2452,2452-01-01,2452-12-31
2453,2453-01-01,2453-12-31
2454,2454-01-01,2454-12-31
2455,2455-01-01,2455-12-31
2456,2456-01-02,2456-12-31
2457,2457-01-01,2457-12-31
2458,2458-01-01,2458-12-31
2459,2459-01-01,2459-12-31
2460,2460-01-01,2460-12-31
2461,2461-01-01,2461-12-31
2462,2462-01-01,2462-12-31
2463,2463-01-01,2463-12-31
2464,2464-01-01,2464-12-31
2465,2465-01-01,2465-12-31
2466,2466-01-01,2466-12-31
2467,2467-01-01,2467-12-31
2468,2468-01-01,2468-12-31
2469,2469-01-01,2469-12-31
2470,2470-01-01,2470-12-31
2471,2471-01-01,2471-12-31
2472,2472-01-01,2472-12-31
2473,2473-01-01,2473-12-31
2474,2474-01-01,2474-12-31
2475,2475-01-01,2475-12-31
2476,2476-01-01,2476-12-31
2477,2477-01-01,2477-12-31
2478,2478-01-01,2478-12-31
2479,2479-01-01,2479-12-31
2480,2480-01-01,2480-12-31
2481,2481-01-01,2481-12-31
2482,2482-01-01,2482-12-31
2483,2483-01-01,2483-12-31
2484,2484-01-02,2484-12-31
2485,2485-01-01,2485-12-31
2486,2486-01-01,2486-12-31
2487,2487-01-01,2487-12-31
2488,2488-01-01,2488-12-31
2489,2489-01-01,2489-12-31
2490,2490-01-01,2490-12-31
2491,2491-01-01,2491-12-31
2492,2492-01-01,2492-12-31
2493,2493-01-01,2493-12-31
2494,2494-01-01,2494-12-31
2495,2495-01-01,2495-12-31
2496,2496-01-01,2496-12-31
2497,2497-01-01,2497-12-31
2498,2498-01-01,2498-12-31
2499,2499-01-01,2499-12-31
2500,2500-01-01,2500-12-31
2501,2501-01-01,2501-12-31
2502,2502-01-01,2502-12-31
2503,2503-01-01,2503-12-31
2504,2504-01-01,2504-12-31
2505,2505-01-01,2505-12-31
2506,2506-01-01,2506-12-31
2507,2507-01-01,2507-12-31
2508,2508-01-01,2508-12-31
2509,2509-01-01,2509-12-31
2510,2510-01-01,2510-12-31
2511,2511-01-01,2511-12-31
2512,2512-01-01,2512-12-31
2513,2513-01-01,2513-12-31
2514,2514-01-01,2514-12-31
2515,2515-01-01,2515-12-31
2516,2516-01-01,2516-12-31
2517,2517-01-01,2517-12-31
2518,2518-01-01,2518-12-31
2519,2519-01-01,2519-12-31
2520,2520-01-01,2520-12-31
2521,2521-01-01,2521-12-31
2522,2522-01-01,2522-12-31
2523,2523-01-01,2523-12-31
2524,2524-01-02,2524-12-31
2525,2525-01-01,2525-12-31
2526,2526-01-01,2526-12-31
2527,2527-01-01,2527-12-31
2528,2528-01-01,2528-12-31
2529,2529-01-01,2529-12-31
2530,2530-01-01,2530-12-31
2531,2531-01-01,2531-12-31
2532,2532-01-01,2532-12-31
2533,2533-01-01,2533-12-31
2534,2534-01-01,2534-12-31
2535,2535-01-01,2535-12-31
2536,2536-01-01,2536-12-31
2537,2537-01-01,2537-12-31
2538,2538-01-01,2538-12-31
2539,2539-01-01,2539-12-31
2540,2540-01-01,2540-12-31
2541,2541-01-01,2541-12-31
2542,2542-01-01,2542-12-31
2543,2543-01-01,2543-12-31
2544,2544-01-01,2544-12-31
2545,2545-01-01,2545-12-31
2546,2546-01-01,2546-12-31
2547,2547-01-01,2547-12-31
2548,2548-01-01,2548-12-31
2549,2549-01-01,2549-12-31
2550,2550-01-01,2550-12-31
2551,2551-01-01,2551-12-31
2552,2552-01-02,2552-12-31
2553,2553-01-01,2553-12-31
2554,2554-01-01,2554-12-31
2555,2555-01-01,2555-12-31
2556,2556-01-01,2556-12-31
2557,2557-01-01,2557-12-31
2558,2558-01-01,2558-12-31
2559,2559-01-01,2559-12-31
2560,2560-01-01,2560-12-31
2561,2561-01-01,2561-12-31
2562,2562-01-01,2562-12-31
2563,2563-01-01,2563-12-31
2564,2564-01-01,2564-12-31
2565,2565-01-01,2565-12-31
2566,2566-01-01,2566-12-31
2567,2567-01-01,2567-12-31
2568,2568-01-01,2568-12-31
2569,2569-01-01,2569-12-31
2570,2570-01-01,2570-12-31
2571,2571-01-01,2571-12-31
2572,2572-01-01,2572-12-31
2573,2573-01-01,2573-12-31
2574,2574-01-01,2574-12-31
2575,2575-01-01,2575-12-31
2576,2576-01-01,2576-12-31
2577,2577-01-01,2577-12-31
2578,2578-01-01,2578-12-31
2579,2579-01-01,2579-12-31
2580,2580-01-02,2580-12-31
2581,2581-01-01,2581-12-31
2582,2582-01-01,2582-12-31
2583,2583-01-01,2583-12-31
2584,2584-01-01,2584-12-31
2585,2585-01-01,2585-12-31
2586,2586-01-01,2586-12-31
2587,2587-01-01,2587-12-31
2588,2588-01-01,2588-12-31
2589,2589-01-01,2589-12-31
2590,2590-01-01,2590-12-31
2591,2591-01-01,2591-12-31
2592,2592-01-01,2592-12-31
2593,2593-01-01,2593-12-31
2594,2594-01-01,2594-12-31
2595,2595-01-01,2595-12-31
2596,2596-01-01,2596-12-31
2597,2597-01-01,2597-12-31
2598,2598-01-01,2598-12-31
2599,2599-01-01,2599-12-31
2600,2600-01-01,2600-12-31
2601,2601-01-01,2601-12-31
2602,2602-01-01,2602-12-31
2603,2603-01-01,2603-12-31
2604,2604-01-01,2604-12-31
2605,2605-01-01,2605-12-31
2606,2606-01-01,2606-12-31
2607,2607-01-01,2607-12-31
2608,2608-01-01,2608-12-31
2609,2609-01-01,2609-12-31
2610,2610-01-01,2610-12-31
2611,2611-01-01,2611-12-31
2612,2612-01-01,2612-12-31
2613,2613-01-01,2613-12-31
2614,2614-01-01,2614-12-31
2615,2615-01-01,2615-12-31
2616,2616-01-01,2616-12-31
2617,2617-01-01,2617-12-31
2618,2618-01-01,2618-12-31
2619,2619-01-01,2619-12-31
2620,2620-01-02,2620-12-31
2621,2621-01-01,2621-12-31
2622,2622-01-01,2622-12-31
2623,2623-01-01,2623-12-31
2624,2624-01-01,2624-12-31
2625,2625-01-01,2625-12-31
2626,2626-01-01,2626-12-31
2627,2627-01-01,2627-12-31
2628,2628-01-01,2628-12-31
2629,2629-01-01,2629-12-31
2630,2630-01-01,2630-12-31
2631,2631-01-01,2631-12-31
2632,2632-01-01,2632-12-31
2633,2633-01-01,2633-12-31
2634,2634-01-01,2634-12-31
2635,2635-01-01,2635-12-31
2636,2636-01-01,2636-12-31
2637,2637-01-01,2637-12-31
2638,2638-01-01,2638-12-31
2639,2639-01-01,2639-12-31
2640,2640-01-01,2640-12-31
2641,2641-01-01,2641-12-31
2642,2642-01-01,2642-12-31
2643,2643-01-01,2643-12-31
2644,2644-01-01,2644-12-31
2645,2645-01-01,2645-12-31
2646,2646-01-01,2646-12-31
2647,2647-01-01,2647-12-31
2648,2648-01-02,2648-12-31
2649,2649-01-01,2649-12-31
2650,2650-01-01,2650-12-31
2651,2651-01-01,2651-12-31
2652,2652-01-01,2652-12-31
2653,2653-01-01,2653-12-31
2654,2654-01-01,2654-12-31
2655,2655-01-01,2655-12-31
2656,2656-01-01,2656-12-31
2657,2657-01-01,2657-12-31
2658,2658-01-01,2658-12-31
2659,2659-01-01,2659-12-31
2660,2660-01-01,2660-12-31
2661,2661-01-01,2661-12-31
2662,2662-01-01,2662-12-31
2663,2663-01-01,2663-12-31
2664,2664-01-01,2664-12-31
2665,2665-01-01,2665-12-31
2666,2666-01-01,2666-12-31
2667,2667-01-01,2667-12-31
2668,2668-01-01,2668-12-31
2669,2669-01-01,2669-12-31
2670,2670-01-01,2670-12-31
2671,2671-01-01,2671-12-31
2672,2672-01-01,2672-12-31
2673,2673-01-01,2673-12-31
2674,2674-01-01,2674-12-31
2675,2675-01-01,2675-12-31
2676,2676-01-02,2676-12-31
2677,2677-01-01,2677-12-31
2678,2678-01-01,2678-12-31
2679,2679-01-01,2679-12-31
2680,2680-01-01,2680-12-31
2681,2681-01-01,2681-12-31
2682,2682-01-01,2682-12-31
2683,2683-01-01,2683-12-31
2684,2684-01-01,2684-12-31
2685,2685-01-01,2685-12-31
2686,2686-01-01,2686-12-31
2687,2687-01-01,2687-12-31
2688,2688-01-01,2688-12-31
2689,2689-01-01,2689-12-31
2690,2690-01-01,2690-12-31
2691,2691-01-01,2691-12-31
2692,2692-01-01,2692-12-31
2693,2693-01-01,2693-12-31
2694,2694-01-01,2694-12-31
2695,2695-01-01,2695-12-31
2696,2696-01-01,2696-12-31
2697,2697-01-01,2697-12-31
2698,2698-01-01,2698-12-31
2699,2699-01-01,2699-12-31
2700,2700-01-01,2700-12-31
2701,2701-01-01,2701-12-31
2702,2702-01-01,2702-12-31
2703,2703-01-01,2703-12-31
2704,2704-01-01,2704-12-31
2705,2705-01-01,2705-12-31
2706,2706-01-01,2706-12-31
2707,2707-01-01,2707-12-31
2708,2708-01-01,2708-12-31
2709,2709-01-01,2709-12-31
2710,2710-01-01,2710-12-31
2711,2711-01-01,2711-12-31
2712,2712-01-01,2712-12-31
2713,2713-01-01,2713-12-31
2714,2714-01-01,2714-12-31
2715,2715-01-01,2715-12-31
2716,2716-01-02,2716-12-31
2717,2717-01-01,2717-12-31
2718,2718-01-01,2718-12-31
2719,2719-01-01,2719-12-31
2720,2720-01-01,2720-12-31
2721,2721-01-01,2721-12-31
2722,2722-01-01,2722-12-31
2723,2723-01-01,2723-12-31
2724,2724-01-01,2724-12-31
2725,2725-01-01,2725-12-31
2726,2726-01-01,2726-12-31
2727,2727-01-01,2727-12-31
2728,2728-01-01,2728-12-31
2729,2729-01-01,2729-12-31
2730,2730-01-01,2730-12-31
2731,2731-01-01,2731-12-31
2732,2732-01-01,2732-12-31
2733,2733-01-01,2733-12-31
2734,2734-01-01,2734-12-31
2735,2735-01-01,2735-12-31
2736,2736-01-01,2736-12-31
2737,2737-01-01,2737-12-31
2738,2738-01-01,2738-12-31
2739,2739-01-01,2739-12-31
2740,2740-01-01,2740-12-31
2741,2741-01-01,2741-12-31
2742,2742-01-01,2742-12-31
2743,2743-01-01,2743-12-31
2744,2744-01-02,2744-12-31
2745,2745-01-01,2745-12-31
2746,2746-01-01,2746-12-31
2747,2747-01-01,2747-12-31
2748,2748-01-01,2748-12-31
2749,2749-01-01,2749-12-31
2750,2750-01-01,2750-12-31
2751,2751-01-01,2751-12-31
2752,2752-01-01,2752-12-31
2753,2753-01-01,2753-12-31
2754,2754-01-01,2754-12-31
2755,2755-01-01,2755-12-31
2756,2756-01-01,2756-12-31
2757,2757-01-01,2757-12-31
2758,2758-01-01,2758-12-31
2759,2759-01-01,2759-12-31
2760,2760-01-01,2760-12-31
2761,2761-01-01,2761-12-31
2762,2762-01-01,2762-12-31
2763,2763-01-01,2763-12-31
2764,2764-01-01,2764-12-31
2765,2765-01-01,2765-12-31
2766,2766-01-01,2766-12-31
2767,2767-01-01,2767-12-31
2768,2768-01-01,2768-12-31
2769,2769-01-01,2769-12-31
2770,2770-01-01,2770-12-31
2771,2771-01-01,2771-12-31
2772,2772-01-02,2772-12-31
2773,2773-01-01,2773-12-31
2774,2774-01-01,2774-12-31
2775,2775-01-01,2775-12-31
2776,2776-01-01,2776-12-31
2777,2777-01-01,2777-12-31
2778,2778-01-01,2778-12-31
2779,2779-01-01,2779-12-31
2780,2780-01-01,2780-12-31
2781,2781-01-01,2781-12-31
2782,2782-01-01,2782-12-31
2783,2783-01-01,2783-12-31
2784,2784-01-01,2784-12-31
2785,2785-01-01,2785-12-31
2786,2786-01-01,2786-12-31
2787,2787-01-01,2787-12-31
2788,2788-01-01,2788-12-31
2789,2789-01-01,2789-12-31
2790,2790-01-01,2790-12-31
2791,2791-01-01,2791-12-31
2792,2792-01-01,2792-12-31
2793,2793-01-01,2793-12-31
2794,2794-01-01,2794-12-31
2795,2795-01-01,2795-12-31
2796,2796-01-01,2796-12-31
2797,2797-01-01,2797-12-31
2798,2798-01-01,2798-12-31
2799,2799-01-01,2799-12-31
2800,2800-01-02,2800-12-31
2801,2801-01-01,2801-12-31
2802,2802-01-01,2802-12-31
2803,2803-01-01,2803-12-31
2804,2804-01-01,2804-12-31
2805,2805-01-01,2805-12-31
2806,2806-01-01,2806-12-31
2807,2807-01-01,2807-12-31
2808,2808-01-01,2808-12-31
2809,2809-01-01,2809-12-31
2810,2810-01-01,2810-12-31
2811,2811-01-01,2811-12-31
2812,2812-01-01,2812-12-31
2813,2813-01-01,2813-12-31
2814,2814-01-01,2814-12-31
2815,2815-01-01,2815-12-31
2816,2816-01-01,2816-12-31
2817,2817-01-01,2817-12-31
2818,2818-01-01,2818-12-31
2819,2819-01-01,2819-12-31
2820,2820-01-01,2820-12-31
2821,2821-01-01,2821-12-31
2822,2822-01-01,2822-12-31
2823,2823-01-01,2823-12-31
2824,2824-01-01,2824-12-31
2825,2825-01-01,2825-12-31
2826,2826-01-01,2826-12-31
2827,2827-01-01,2827-12-31
2828,2828-01-02,2828-12-31
2829,2829-01-01,2829-12-31
2830,2830-01-01,2830-12-31
2831,2831-01-01,2831-12-31
2832,2832-01-01,2832-12-31
2833,2833-01-01,2833-12-31
2834,2834-01-01,2834-12-31
2835,2835-01-01,2835-12-31
2836,2836-01-01,2836-12-31
2837,2837-01-01,2837-12-31
2838,2838-01-01,2838-12-31
2839,2839-01-01,2839-12-31
2840,2840-01-01,2840-12-31
2841,2841-01-01,2841-12-31
2842,2842-01-01,2842-12-31
2843,2843-01-01,2843-12-31
2844,2844-01-01,2844-12-31
2845,2845-01-01,2845-12-31
2846,2846-01-01,2846-12-31
2847,2847-01-01,2847-12-31
2848,2848-01-01,2848-12-31
2849,2849-01-01,2849-12-31
2850,2850-01-01,2850-12-31
2851,2851-01-01,2851-12-31
2852,2852-01-01,2852-12-31
2853,2853-01-01,2853-12-31
2854,2854-01-01,2854-12-31
2855,2855-01-01,2855-12-31
2856,2856-01-02,2856-12-31
2857,2857-01-01,2857-12-31
2858,2858-01-01,2858-12-31
2859,2859-01-01,2859-12-31
2860,2860-01-01,2860-12-31
2861,2861-01-01,2861-12-31
2862,2862-01-01,2862-12-31
2863,2863-01-01,2863-12-31
2864,2864-01-01,2864-12-31
2865,2865-01-01,2865-12-31
2866,2866-01-01,2866-12-31
2867,2867-01-01,2867-12-31
2868,2868-01-01,2868-12-31
2869,2869-01-01,2869-12-31
2870,2870-01-01,2870-12-31
2871,2871-01-01,2871-12-31
2872,2872-01-01,2872-12-31
2873,2873-01-01,2873-12-31
2874,2874-01-01,2874-12-31
2875,2875-01-01,2875-12-31
2876,2876-01-01,2876-12-31
2877,2877-01-01,2877-12-31
2878,2878-01-01,2878-12-31
2879,2879-01-01,2879-12-31
2880,2880-01-01,2880-12-31
2881,2881-01-01,2881-12-31
2882,2882-01-01,2882-12-31
2883,2883-01-01,2883-12-31
2884,2884-01-02,2884-12-31
2885,2885-01-01,2885-12-31
2886,2886-01-01,2886-12-31
2887,2887-01-01,2887-12-31
2888,2888-01-01,2888-12-31
2889,2889-01-01,2889-12-31
2890,2890-01-01,2890-12-31
2891,2891-01-01,2891-12-31
2892,2892-01-01,2892-12-31
2893,2893-01-01,2893-12-31
2894,2894-01-01,2894-12-31
2895,2895-01-01,2895-12-31
2896,2896-01-01,2896-12-31
2897,2897-01-01,2897-12-31
2898,2898-01-01,2898-12-31
2899,2899-01-01,2899-12-31
2900,2900-01-01,2900-12-31
2901,2901-01-01,2901-12-31
2902,2902-01-01,2902-12-31
2903,2903-01-01,2903-12-31
2904,2904-01-01,2904-12-31
2905,2905-01-01,2905-12-31
2906,2906-01-01,2906-12-31
2907,2907-01-01,2907-12-31
2908,2908-01-01,2908-12-31
2909,2909-01-01,2909-12-31
2910,2910-01-01,2910-12-31
2911,2911-01-01,2911-12-31
2912,2912-01-01,2912-12-31
2913,2913-01-01,2913-12-31
2914,2914-01-01,2914-12-31
2915,2915-01-01,2915-12-31
2916,2916-01-01,2916-12-31
2917,2917-01-01,2917-12-31
2918,2918-01-01,2918-12-31
2919,2919-01-01,2919-12-31
2920,2920-01-01,2920-12-31
2921,2921-01-01,2921-12-31
2922,2922-01-01,2922-12-31
2923,2923-01-01,2923-12-31
2924,2924-01-02,2924-12-31
2925,2925-01-01,2925-12-31
2926,2926-01-01,2926-12-31
2927,2927-01-01,2927-12-31
2928,2928-01-01,2928-12-31
2929,2929-01-01,2929-12-31
2930,2930-01-01,2930-12-31
2931,2931-01-01,2931-12-31
2932,2932-01-01,2932-12-31
2933,2933-01-01,2933-12-31
2934,2934-01-01,2934-12-31
2935,2935-01-01,2935-12-31
2936,2936-01-01,2936-12-31
2937,2937-01-01,2937-12-31
2938,2938-01-01,2938-12-31
2939,2939-01-01,2939-12-31
2940,2940-01-01,2940-12-31
2941,2941-01-01,2941-12-31
2942,2942-01-01,2942-12-31
2943,2943-01-01,2943-12-31
2944,2944-01-01,2944-12-31
2945,2945-01-01,2945-12-31
2946,2946-01-01,2946-12-31
2947,2947-01-01,2947-12-31
2948,2948-01-01,2948-12-31
2949,2949-01-01,2949-12-31
2950,2950-01-01,2950-12-31
2951,2951-01-01,2951-12-31
2952,2952-01-02,2952-12-31
2953,2953-01-01,2953-12-31
2954,2954-01-01,2954-12-31
2955,2955-01-01,2955-12-31
2956,2956-01-01,2956-12-31
2957,2957-01-01,2957-12-31
2958,2958-01-01,2958-12-31
2959,2959-01-01,2959-12-31
2960,2960-01-01,2960-12-31
2961,2961-01-01,2961-12-31
2962,2962-01-01,2962-12-31
2963,2963-01-01,2963-12-31
2964,2964-01-01,2964-12-31
2965,2965-01-01,2965-12-31
2966,2966-01-01,2966-12-31
2967,2967-01-01,2967-12-31
2968,2968-01-01,2968-12-31
2969,2969-01-01,2969-12-31
2970,2970-01-01,2970-12-31
2971,2971-01-01,2971-12-31
2972,2972-01-01,2972-12-31
2973,2973-01-01,2973-12-31
2974,2974-01-01,2974-12-31
2975,2975-01-01,2975-12-31
2976,2976-01-01,2976-12-31
2977,2977-01-01,2977-12-31
2978,2978-01-01,2978-12-31
2979,2979-01-01,2979-12-31
2980,2980-01-02,2980-12-31
2981,2981-01-01,2981-12-31
2982,2982-01-01,2982-12-31
2983,2983-01-01,2983-12-31
2984,2984-01-01,2984-12-31
2985,2985-01-01,2985-12-31
2986,2986-01-01,2986-12-31
2987,2987-01-01,2987-12-31
2988,2988-01-01,2988-12-31
2989,2989-01-01,2989-12-31
2990,2990-01-01,2990-12-31
2991,2991-01-01,2991-12-31
2992,2992-01-01,2992-12-31
2993,2993-01-01,2993-12-31
2994,2994-01-01,2994-12-31
2995,2995-01-01,2995-12-31
2996,2996-01-01,2996-12-31
2997,2997-01-01,2997-12-31
2998,2998-01-01,2998-12-31
2999,2999-01-01,2999-12-31
3000,3000-01-01,3000-12-31
3001,3001-01-01,3001-12-31
3002,3002-01-01,3002-12-31
3003,3003-01-01,3003-12-31
3004,3004-01-01,3004-12-31
3005,3005-01-01,3005-12-31
3006,3006-01-01,3006-12-31
3007,3007-01-01,3007-12-31
3008,3008-01-01,3008-12-31
3009,3009-01-01,3009-12-31
3010,3010-01-01,3010-12-31
3011,3011-01-01,3011-12-31
